negocio	texto	estrellas	estilo
Bar de carretera	Los baños estaban en un estado lamentable. Si así está lo que se ve, no quiero ni imaginar cómo estará la cocina.	2	crítico
Bar	Personal poco atento a las necesidades del cliente. Tiempo de espera elevado en mesa.	2	formal
Restaurante	Todo riquísimo, sobre todo las croquetas de jamón ibérico que son de otro planeta. El sitio es un poco pijo, pero se está a gusto.	4	coloquial
Bar de carretera	Baños renovados y limpios, lo cual es raro en carretera. La comida es normalita, nada que destacar especialmente.	4	crítico
Cervecería	La presentación de las tablas de embutidos es algo pobre; un poco de adorno o unos picos de pan de calidad mejorarían la imagen.	3	constructivo
Bar de carretera	La carne en salsa sabía a bote industrial barato. Una comida pesada, aceitosa y sin ningún tipo de sabor natural.	1	crítico
Pub	Pedimos una ronda de mojitos y estaban perfectamente equilibrados, pero se quedaron sin pajitas de papel a mitad de noche.	4	anecdótico
Cervecería	Hacía siglos que no probaba una Stout tan cremosa. Me recordó a una que bebí en Dublín hace años. El sitio tiene mucho encanto, pero la carta de comida es un pelín corta si quieres cenar en serio.	4	anecdótico
Bar	Tapas de calidad.	5	breve
Bar	Ambiente sofisticado idóneo para encuentros de negocios. Trato profesional y discreto.	5	formal
Cervecería	Mola el concepto de autoservicio, aunque le falta un poco de luz al local.	4	coloquial
Pub	Trato impecable.	5	breve
Cafetería	¡Repetiré mil veces! Todo está cuidado hasta el último detalle. ¡Qué maravilla!	5	entusiasta
Cafetería	Traje a mis padres y les gustó mucho el patio, aunque tuvieron que esperar bastante para que les cobraran.	4	anecdótico
Cervecería	Las bravas tienen un toque original muy rico, aunque la ración ganaría mucho si las patatas fueran un poco más crujientes.	4	constructivo
Cervecería	Localización privilegiada que conlleva un sobrecoste no siempre justificado en el trato.	3	formal
Pub	Servicio estándar sin grandes destaques. Los precios son algo elevados para la zona.	3	formal
Cafetería	Local bien iluminado y con una decoración minimalista acogedora. Café de buen origen.	4	formal
Mesón	Poca variedad de platos para personas vegetarianas.	3	neutral
Pub	Estábamos fuera y nos trajeron una estufa de gas nada más pedirlo, muy atentos, aunque la bombona se acabó a los diez minutos.	4	anecdótico
Bar de carretera	La tarta de whisky no tenía whisky, ni tarta, pero el plástico que la envolvía estaba muy bien sellado. Un 2 por la seguridad alimentaria.	2	sarcástico
Pub	Servicio correcto sin más. Ni una sonrisa, pero tampoco mala cara. Muy neutro todo.	3	coloquial
Pub	Bebidas servidas con exceso de hielo, mermando la calidad del destilado. Poco profesional.	2	formal
Cafetería	Me encantó que el personal estuviera de charla en la barra mientras mi café se enfriaba. Se les veía muy felices.	2	sarcástico
Pub	Garrafón puro.	2	breve
Bar de carretera	Presencia de olores desagradables en el comedor procedentes de la zona de aseos.	2	formal
Cafetería	¡Me habéis ganado para siempre! ¡Qué maravilla de atención y de producto!	5	entusiasta
Pub	Música mala.	2	breve
Pub	Peleas y mal ambiente. No me sentí seguro.	1	breve
Pub	Súper acogedor.	5	breve
Cafetería	El café con leche está muy bueno.	4	breve
Bar de carretera	Servicio estándar. La calidad del menú es aceptable aunque sin destacar especialmente.	3	formal
Cafetería	Acompañé mi café con un bizcocho de limón que acababa de salir del horno. La mejor merienda en meses.	5	anecdótico
Pub	Mucho postureo para lo que es el sitio en realidad. Un poco sobrevalorado.	3	coloquial
Mesón	Un ambiente muy íntimo: la televisión estaba tan alta que no escuché mis propios pensamientos en dos horas.	1	sarcástico
Cafetería	La vajilla es ergonómica y el café mantiene la capa de crema de forma duradera.	4	neutral
Restaurante	La atención fue de diez, súper detallistas. La comida muy rica, especialmente la carrillera. Una estrella menos porque la música estaba un poco alta.	4	coloquial
Cervecería	El personal se dedica más a charlar entre ellos que a atender a las mesas. Un poco más de profesionalidad mejoraría mucho el sitio.	2	constructivo
Bar de carretera	El camarero tiene la vitalidad de un figurante en una película de zombis. Tres estrellas porque el bocadillo de albóndigas estaba de muerte.	3	sarcástico
Cervecería	Mobiliario incómodo y servicio muy lento.	2	breve
Mesón	La tortilla de patata se sirve en raciones amplias y está jugosa.	5	neutral
Restaurante	¡Lo mejor de la ciudad sin duda! Un servicio bilingüe, culto y extremadamente profesional.	5	entusiasta
Pub	Llevé a mis primos de visita y nos cobraron 10 euros por cada vaso de agua entre copa y copa. Nos quedamos a cuadros.	2	anecdótico
Cafetería	Buen sitio para trabajar. El café está muy bien.	4	breve
Cafetería	El rincón de lectura es fantástico, pero los libros están un poco desordenados; una revisión vendría bien.	4	constructivo
Cervecería	Los vasos de pinta olían a lavavajillas rancio. Sugiero revisar el aclarado de la cristalería porque altera mucho el sabor de la birra.	2	constructivo
Cafetería	Café delicioso y tostadas generosas.	5	breve
Cafetería	El peor sitio del barrio.	1	breve
Restaurante	Cobros abusivos y falta de transparencia en la factura final. Gestión muy cuestionable.	1	formal
Cervecería	Tienen vasos específicos para cada estilo, pero algunos salieron calientes del lavavajillas; enfriarlos antes de servir es fundamental.	3	constructivo
Bar de carretera	¡Me ha encantado la decoración taurina y el ambiente! El bocadillo de jamón era de calidad. Le pongo 4 porque las patatas fritas eran congeladas.	4	entusiasta
Bar de carretera	El camarero te recibe con la alegría de quien espera una inspección de Hacienda, pero su bocadillo de lomo es tan bueno que casi le pido perdón por entrar.	4	sarcástico
Mesón	Atención diligente durante toda la comida. La repostería casera es de buena calidad.	4	formal
Cervecería	¡Es una joya! Me encanta venir los domingos al aperitivo, el ambiente familiar y la buena birra son la combinación perfecta.	5	entusiasta
Pub	La zona VIP es de risa; una cuerda roja y dos sillas de plástico. No piquéis, que no vale la pena.	2	coloquial
Mesón	El local olía a rancio y el suelo estaba pegajoso. Nula limpieza.	1	crítico
Pub	Sitio top para ir con amigos. Muy buena vibra.	5	breve
Cafetería	El azúcar y los edulcorantes se encuentran disponibles en la mesa de forma organizada.	4	neutral
Restaurante	El steak tartar estaba mal cortado, con trozos de nervio que hacían imposible disfrutar de la carne. Una falta de técnica evidente.	2	crítico
Pub	Buena atención.	5	breve
Cafetería	El local es tan 'moderno' que no tienen sillas con respaldo. Mi espalda agradece esta sesión de tortura medieval.	2	sarcástico
Mesón	Comida aceptable pero el camarero fue muy seco.	3	breve
Pub	Vergonzoso.	1	breve
Cervecería	La mejor selección de cervezas que he visto en tiempo.	5	coloquial
Bar de carretera	El parking tiene baches tan profundos que puedes descubrir petróleo. El bocadillo de jamón me reconcilió con el mundo tras el susto con el coche.	3	sarcástico
Restaurante	¡Una joya gastronómica! Vale cada céntimo por la calidad del producto y la técnica empleada.	5	entusiasta
Cafetería	La cuchara tenía restos de comida de otro cliente. Me encanta compartir experiencias con desconocidos.	1	sarcástico
Cervecería	Limpieza exquisita de la cristalería, garantizando la perfecta retención de la espuma.	5	formal
Cervecería	Pedí un sándwich club y me lo trajeron quemado. Me lo cambiaron por otro que estaba frío por dentro. Al final me llené a base de cerveza, que al menos esa no falla nunca.	3	anecdótico
Cafetería	La mesa bailaba tanto que el café se convirtió en un batido en cuestión de segundos. ¡Ingenioso!	1	sarcástico
Cafetería	Trato altivo del personal de caja ante una consulta sobre los ingredientes.	1	formal
Restaurante	Ejecución técnica correcta aunque falta cierta emoción en algunos platos del menú corto.	3	formal
Cafetería	La limpieza de las mesas es opcional, se ve. Me llevé un catálogo de huellas dactilar de toda la clientela anterior.	2	sarcástico
Cafetería	El local dispone de opciones saludables y el café está correctamente infusionado.	5	neutral
Mesón	Demasiado ruido y servicio muy desorganizado.	2	breve
Cafetería	Las opciones de leche vegetal son variadas y la espuma del café tiene buena consistencia.	5	neutral
Cafetería	El servicio de terraza es igual de eficiente que el servicio en el interior.	5	neutral
Bar de carretera	Calidad de la materia prima mejorable. Los platos resultaron excesivamente grasientos.	2	formal
Mesón	Las condiciones sanitarias del establecimiento dejan mucho que desear. Experiencia para olvidar.	1	formal
Cervecería	Mucha variedad. Me faltó alguna opción sin gluten.	4	breve
Mesón	La calidad de los asados es sobresaliente. Se percibe el respeto por la cocina de antaño.	5	formal
Bar de carretera	Pedí leche sin lactosa y el camarero se me quedó mirando como si le hubiera pedido que me explicara la teoría de la relatividad.	1	sarcástico
Restaurante	¡Qué bien cenamos! El canelón de rabo de toro es obligatorio. El local es muy instagrameable, aunque el precio del pan me pareció un poco excesivo.	4	coloquial
Pub	Ponen la misma lista de Spotify toda la noche. Para eso me quedo en mi casa con mis altvotos.	1	coloquial
Restaurante	El servicio es de una lentitud desesperante para un menú de este nivel y precio.	3	crítico
Cafetería	Mucha espera para un producto mediocre.	2	breve
Bar	Pinchos variados y buenos.	4	breve
Pub	¡Increíble descubrimiento! Las copas son de calidad premium, lástima que no hubiera sitio para sentarse.	4	entusiasta
Pub	Mucha gente.	3	breve
Pub	Buena vibra y gente sana, aunque a partir de las dos de la mañana no se puede ni caminar.	4	coloquial
Pub	Decepcionante.	2	breve
Restaurante	Hacía tiempo que no comía un arroz tan bien hecho. El grano en su punto y mucho sabor. El postre tardó una eternidad, pero nos pidieron perdón.	4	coloquial
Pub	Ambiente de 10.	5	breve
Pub	Ambiente inmejorable.	5	breve
Cafetería	Calidad suprema en cada taza.	5	breve
Bar de carretera	Si quieres diseño de interiores, vete a Ikea. Si quieres comer como un rey pagando como un paje, quédate aquí a disfrutar del lomo.	4	sarcástico
Bar de carretera	Me cobraron el pan por separado como si fuera un artículo de lujo en tiempos de guerra. Al menos estaba crujiente y caliente.	3	sarcástico
Restaurante	El sumiller nos engañó con el precio de una recomendación fuera de carta. Estafadores.	1	crítico
Bar de carretera	La limpieza de los vasos es opcional, parece. Le doy un 3 porque el bocadillo de carne en salsa me hizo olvidar mis principios higiénicos.	3	sarcástico
Pub	Para echar unos dardos cumple, pero las máquinas fallan más que una escopeta de feria.	3	coloquial
Mesón	Uso de ingredientes locales que se perciben en la calidad final.	5	neutral
Restaurante	Exquisitez en cada pase. La técnica culinaria y el servicio de sala rozan la perfección.	5	formal
Bar de carretera	La cubertería no estaba del todo limpia. Tuvimos que pedir que nos cambiaran un tenedor. La comida es pasable.	3	crítico
Cervecería	Me refugié aquí un martes de lluvia con un libro. El ambiente era perfecto y la música jazz le iba de perlas a mi Porter. Le quito una estrella porque el baño estaba algo descuidado esa tarde.	4	anecdótico
Pub	El ambiente es de lo peor. Mucho macarra suelto y los camareros no hacían nada por calmar el tema.	1	coloquial
Cervecería	Cañas bien tiradas y camareros que se enrollan, pero sale un poco caro.	4	coloquial
Bar de carretera	Camareros maleducados que te responden de malas maneras si les pides algo que no está en el menú del día.	2	crítico
Cervecería	El otro día el dueño nos explicó la historia de la fábrica. Se nota que aman lo que hacen. El local es pequeño pero acogedor, aunque pasamos un poco de calor dentro.	4	anecdótico
Restaurante	Cenamos de lujo, las cosas como son. El camarero era un fenómeno y nos aconsejó súper bien. Una pena que no tuvieran el postre que quería.	4	coloquial
Pub	¡Espectacular iluminación! Todo el sitio brilla, ¡aunque la espera para entrar se nos hizo un poco larga!	4	entusiasta
Cervecería	Probé por primera vez una cerveza de trigo con limón natural y me refrescó la tarde. El local tiene mucha personalidad. Eso sí, las sillas de madera son un poco duras para estar mucho rato.	4	anecdótico
Restaurante	¡Insuperable! La selección de quesos artesanos es la mejor que he visto en cualquier restaurante.	5	entusiasta
Bar	El ruido de la televisión con el volumen a tope hace que sea imposible relajarse un rato en este bar.	2	crítico
Bar de carretera	Deficiencias en la higiene de los aseos debido a la falta de personal de limpieza.	2	formal
Bar	Un ambiente súper sano y el servicio es de diez.	5	coloquial
Pub	¡El sonido es impecable! Da gusto disfrutar de buena música con esta calidad de audio.	5	entusiasta
Cafetería	Servicio eficiente y café buenísimo.	5	breve
Pub	La ginebra sabía a colonia barata. Me pasé todo el domingo abrazado al váter por su culpa.	1	coloquial
Pub	Me gustó que tuvieran cargadores de móvil en la barra, me salvaron la noche, aunque mi copa tardó en llegar.	4	anecdótico
